brand,note,name,top,middle,bottom,concentration,first,second,third,fourth,fifth,sex,
Tom Ford,amber woody,soleil brulant tom ford,"Pink Pepper, Mandarin Orange, Bergamot","Honey, Orange Blossom","Resin, Amber, Olibanum, Woody Notes, Leather, Vetiver",edp,amber,woody,citrus,honey,sweet,uni,
Tom Ford,"amber floral, florienatal",soleil neige tom ford,"Bergamot, Carrot Seeds","Orange Blossom, White Flowers, Jasmine, Rose","Benzoin, Vanilla, Labdanum",edp,white floral,amber,citrus,vanilla,powdery,"f, uni",
Tom Ford,amber woody,ebene fume tom ford,"Incense, Palo Santo, Pepper, Violet Leaf","Leather, Labdanum, Cade Oil, Papyrus, Rose","Resins, Ebony Tree, Guaiac Wood",edp,woody,amber,smoky,balsamic,warm spicy,"m, uni",
Tom Ford,"amber floral, florienatal",tubereuse nue tom ford,"Lily, Jasmine, Pepper","Tuberose, Styrax, Cacao, Benzoin","Suede, Agarwood(oud), Musk, Tonka Bean",edp,white floral,tuberose,musky,leather,amber,"f, uni",
Tom Ford,amber fougere,fougere d'argent tom ford,"Lavender, Giner, Mandarin Orange","Akigalawood, Labdanum",Coumarin,edp,woody,warm spicy,lavender,aromatic,oud,"m, uni",
Tom Ford,floral fruity,fleur de portofino tom ford,"Syringa, Tangerine, Bergamot, Lemon, Orange Leaf, Violet Leaf","Locust, Jasmine, Orange Blossom, Magnolia, Osmanthus, Rose","Honey, Ambrette(Musk Mallow), Civet, Vanilla, Tolu Blasam, Labdanum",edp,white floral,citrus,floral,sweet,honey,"f, uni",
Tom Ford,woody spicy,tobacco oud tom ford,Whiskey,"Spicy Notes, Cinnamon, Coriander","Tobacco, Agarwood(oud), Sandalwood, Incense, Patchouli, Benzoin, Vanilla, Cedar",edp,warm spicy,tobacco,woody,whiskey,oud,m,
Tom Ford,amber spicy,tobacco vanille tom ford,"Tobacco, Spicy Notes","Vanilla, Cacao, Tonka Bean, Tobacco Blossom","Dried Fruits, Woody Notes",edp,vanilla,sweet,tobacco,warm spicy,fruity,"m, uni",
Tom Ford,chypre floral,white patchouli tom ford,"White Flowers, Coriander, Peony, Bergamot","Ambrette(Musk Mallow), Rose, Jasmine","Patchouli, Woody Notes, Incense",edp,patchouli,woody,floral,white floral,warm spicy,"f, uni",
Tom Ford,amber woody,noir extreme tom ford,"Cardamom, Nutmeg, Saffron, Mandarin Orange, Neroli","Kulfi, Rose, Mastic or Lentisque, Jasmine, Orange Blossom","Vanilla, Amber, Woody Notes, Sandalwood",cologne,warm spicy,sweet,vanilla,woody,powdery,"m, uni",
Tiffany & Co,floral,tiffany & love for her tiffany,"Grapefruit, Basil",Neroli,"Cedar, Vetiver, Sequoia",edp,citrus,fresh spicy,aromatic,woody,green,f,
Tiffany & Co,citrus aromatic,tiffany & love for him tiffany,"Mandarin Orange, Ginger, Cardamom","Cypress, Juniper","Vetiver, Sequoia, Sandalwood",edt,woody,warm spicy,aromatic,citrus,fresh spicy,"m, uni",
Tiffany & Co,"amber floral, florienatal",tiffany & co intense tiffany,"Pear, Pink Pepper, Mandarin Leaf","Iris, Rose, Jasmine","Musk, Cashmeran, Benzoin, Vanilla, Carrot, Amber",edp,powdery,musky,iris,amber,woody,f,
Tiffany & Co,floral fruity,tiffany & co rose gold tiffany,Black Currant,"Rose, Iris","Musk, Ambrette(Musk Mallow)",edp,musky,rose,floral,powdery,fruity,f,
Tiffany & Co,floral,tiffany & co sheer tiffany,"Mandarin Leaf, Black Currant","Rose, Ylang Ylang","Musk, Iris",edt,musky,powdery,iris,fruity,woody,f,
Tiffany & Co,floral,tiffany & co tiffany,"Mandarin Orange, Bergamot, Lemon","Iris, Rose, Black Currant, Peach","Musk, Patchouli",edp,citrus,powdery,iris,musky,woody,f,
Penhaligon's,amber woody,the inimitable william penhaligon penhaligon's,"Bergamot, Jasmine","Vetiver, Cedar, Incense","Sandalwood, Ambroxan",edp,woody,amber,aromatic,powdery,warm spicy,"m, uni",
Penhaligon's,citrus aromatic,luna penhaligon's,"Lemon, Bergamot, Bitter Orange","Rose, Juniper Berries, Jasmine","Balsam Fir, Musk, Ambergris",edt,citrus,aromatic,fresh spicy,rose,woody,f,
Penhaligon's,leather,halfeti leather penhaligon's,"Cardamom, Plum, Lavender, Bergamot, Green Notes, Citruses","Cumin, Rose, Cinnamon, Nutmeg, Violet, Jasmine","Leather, Agarwood(oud), Incense, Cedar, Patchouli",edp,warm spicy,leather,smoky,woody,fresh spicy,"m, uni",
Penhaligon's,amber spicy,babylon penhaligon's,"Nutmeg, Saffron, Coriander",Cypriol Oil or Nagarmotha,"Vanilla, Cedar, Sandalwood",edp,woody,vanilla,powdery,fresh spicy,warm spicy,uni,
Penhaligon's,floral green,lily of the valley penhaligon's,"Geranium, Lemon, Bergamot","Lily of the Valley, Ylang Ylang, Jasmine, Rose","Oakmoss, Sandalwood",edt,white floral,fresh,green,citrus,mossy,f,
Penhaligon's,amber spicy,the uncompromising sohan penhaligon's,"Rose, Saffron, Pink Pepper","Vetiver, Labdanum","Oud, Sandalwood",edp,woody,oud,warm spicy,rose,metallic,"m, uni",
Penhaligon's,woody spicy,halfeti cedar penhaligon's,"Rum, Peach, Saffron, Cardamom","Cedar, Dried Fruits, Cinnamon, Mineral Notes, Immortelle","Cedar, Vanilla, Patchouli, Tonka Bean, Labdanum",edp,woody,warm spicy,fruity,sweet,vanilla,"m, uni",
Penhaligon's,woody spicy,juniper sling penhaligon's,"Juniper Berries, Orange, Angelica, Cinnamon","Pepper, Cardamom, Leather, Orris Root","Vetiver, Sugar, Cherry, Amber",edt,aromatic,fresh spicy,woody,warm spicy,citrus,uni,
Penhaligon's,floral,the revenge of lady blanche penhaligon's,xxxx,"Hyacinth, Iris, Narcissus",xxxx,edp,green,floral,iris,yellow floral,fresh spicy,f,
Penhaligon's,"amber floral, florienatal",orange blossom penhaligon's,"Neroli, Violet Leaf, Bergamot, Lemon, Pink Pepper, Cardamom","Orange, Tuberose, Jasmine, Peach Blossom, Orchid, Rose","Musk, Sandalwood, Cedar, Vanilla",edt,citrus,white floral,floral,tuberose,woody,"f, uni",
Penhaligon's,aromatic,savoy steam penhaligon's,"Eucalyptus, Pink Pepper, Rosemary, Bergamot, Mint, Lemon","Rose, Cardamom, Tea, Geranium, Hedione","Benzoin, Vanilla, White Musk, Incense",edp,aromatic,fresh spicy,rose,green,warm spicy,uni,
Penhaligon's,woody spicy,the blazing mr sam penhaligon's,"Cardamom, Cinnamon","Saffron, Pepper, Cumin","Tobacco, Vanilla, Cedar, Patchouli",edp,warm spicy,tobacco,woody,vanilla,cinnamon,"m, uni",
Penhaligon's,amber spicy,endymion penhaligon's,"Lavender, Bergamot, Sage, Mandarin Orange","Coffee, Geranium","Sandalwood, Leather, Myrrh, Nutmeg, Pepper, Cardamom, Musk, Vetiver, Incense, Olibanum",edc,aromatic,fresh spicy,warm spicy,lavender,citrus,"m, uni",
Penhaligon's,chypre,quercus penhaligon's,"Lemon, Lime, Bergamot, Mandarin Orange","Lily of the Valley, Jasmine, Cardamom","Oakmoss, Galbanum, Sandalwood, Musk, Amber",edc,citrus,white floral,aromatic,green,woody,"m, uni",
Penhaligon's,aromatic spicy,constaninople penhaligon's,xxxx,"Vanilla, Iris, Pink Pepper, Lavender, Pine, Moss, Geranium, Patchouli",xxxx,edp,vanilla,woody,aromatic,earthy,powdery,"f, uni",
Penhaligon's,citrus amber,racquets penhaligon's,Lemon,"Ambroxan, Guaiac Wood",Leatherwood,edp,citrus,woody,amber,aromatic,musky,"m, uni",
Penhaligon's,citrus aromatic,the ingenue cousin flora penhaligon's,Citruses,Musk,Ambroxan,edp,citrus,musky,amber,fresh,powdery,"f, uni",
Penhaligon's,citrus aromatic,the impudent cousin matthew penhaligon's,Mandarin Orange,Petitgrain,Patchouli,edp,citrus,patchouli,green,woody,aromatic,"m, uni",
Penhaligon's,amber spicy,the world according to arthur penhaligon's,"Vanilla, Incense, Grapefruit","Ambrette(Musk Mallow), Clary Sage","Incense, Tonka Bean",edp,vanilla,amber,aromatic,smoky,balsamic,"m, uni",
Penhaligon's,amber,vaara penhaligon's,"Quince, Rose,Saffron, Coriander, Carrot Seeds","Rose, Peony, Freesia, Magnolia","Honey, White Musk, Cedar, Sandalwood, Benzoin, Tonka Bean",edp,floral,rose,sweet,fruity,fresh,"f, uni",
Penhaligon's,"amber floral, florienatal",cairo penhaligon's,"Rose, Saffron","Vanilla, Cypriol Oil or Nargamotha, Labdanum","Sandalwood, Patchouli, Cedar",edp,woody,warm spicy,rose,vanilla,earthy,uni,
Penhaligon's,amber,artemisia penhaligon's,"Nectarine, Green Notes","Violet, Vanilla, Lily of the Valley, Tea, Jasmine, Green Apple","Musk, Sandalwood, Oakmoss, Amber",edp,powdery,musky,violet,fresh,green,f,
Penhaligon's,amber woody,halfeti penhaligon's,"Cypress Leaf, Saffron, Cardamom, Artemisa, Bergamot, Grapefruit","Rose, Nutmeg, Jasmine","Agarwood(oud), Leather, Cedar, Sandalwood, Amber, Tonka Bean, Vanilla, Musk",edp,woody,warm spicy,aromatic,fresh spicy,leather,"m, uni",
Penhaligon's,woody spicy,clandestine clara 2017 penhaligon's,xxxx,"Amber, Rum, Vanilla, Woody Notes, Cinnamon, Patchouli",xxxx,edp,woody,amber,warm spicy,vanilla,rum,"f, uni",
Penhaligon's,leather aromatic,endymion concentre penhaligon's,"Lavender, Sage, Bergamot","Suede, Geranium","Leather, Nutmeg, Incense",edp,fresh spicy,leather,aromatic,lavender,herbal,"m, uni",
Penhaligon's,woody spicy,opus 1870 penhaligon's,"Pepper, Yuzu, Coriander","Incense, Cinnamon, Rose","Cedar, Sandalwood, Musk",edt,woody,fresh spicy,warm spicy,citrus,aromatic,"m, uni",
Penhaligon's,floral,heartless helen penhaligon's,Mandarin Orange,Tuberose,Woody Notes,edp,tuberose,white floral,citrus,woody,animalic,f,
Penhaligon's,floral woody musk,elisabethan rose penhaligon's,"Hazelnut, Tangerine, Almond, Cinnamon","Rose, Black Currant, Plum, Lily, Geranium","Musk, Woody Notes, Violet, Orris Root, Vetiver",edp,rose,fruity,woody,nutty,floral,f,
Penhaligon's,"amber floral, florienatal",the bewitching yasmine penhaligon's,"Cardamom, Coffee","Jasmine Sambac, Fir","Vanilla, Oud, Incense",edp,warm spicy,vanilla,oud,woody,amber,"f, uni",
Penhaligon's,amber,the tragedy of lord geoge penhaligon's,xxxx,"Woody Notes, Brandy, Tonka Bean, Amber",xxxx,edp,woody,amber,vanilla,warm spicy,sweet,m,
Penhaligon's,floral fruity,empressa eau de parfum penhaligon's,"Blood Orange, Bergamot, Mandarin Orange","Dewberry, Peach, Rose, Geranium, Nutmeg, Neroli, Black Currant, Pepper, Cardamom, Pink Pepper","Patchouli, Sandalwood, Olibanum, Maltol, Musk, Amber, Vanilla, Cacao",edp,fruity,woody,citrus,patchouli,fresh spicy,f,
Penhaligon's,citrus aromatic,blenheim bouquet penhaligon's,"Lemon, Lime, Lavender",xxxx,"Pine, Pepper, Musk",edt,citrus,aromatic,woody,fresh spicy,conifer,uni,
Penhaligon's,amber vanilla,changing constant penhaligon's,"Cardamom, Pimento","Caramel, Salt","Vanilla, Cashmeran, Tobacco",edp,caramel,warm spicy,sweet,vanilla,powdery,"f, uni",
Penhaligon's,leather,terrible teddy penhaligon's,Incense,Leather,Ambroxan,edp,amber,smoky,leather,musky,balsamic,"m, uni",
Penhaligon's,floral woody musk,levantium penhaligon's,"Saffron, Wormwood, Artemisia, Bergamot","Rose, Cloves, Cardamom, Jasmine, Violet, Ylang Ylang, Peach","Agarwood(oud), Patchhouli, Guaiac Wood, Sandalwood, Amber, Myrrh, Cedar, Musk, Vanilla",edt,warm spicy,woody,oud,aromatic,rose,uni,
Penhaligon's,leather,alizarin penhaligon's,"Narcissus, Mandarin Orange","Mimosa, Tuberose, Iris","Leather, Agarwood(oud), Incense, Vetiver",edp,leather,yellow floral,oud,smoky,green,"m, uni",
Prada,woody chypre,prada l'homme l'eau prada,"Neroli, Ginger","Iris, Amber","Powdery Notes, Sandalwood, Cedar",edt,powdery,iris,woody,warm spicy,violet,"m, uni",
Prada,"amber floral, florienatal",prada la femme l'eau prada,"Frangipani, Mandarin Orange","Tuberose, Ylang Ylang",Woody Notes,edt,citrus,floral,tuberose,yellow floral,tropical,f,
Prada,"amber floral, florienatal",prada la femme prada,"Magnolia, Bergamot, Carrot Seeds","Frangipani, tuberose, Ylang Ylang, Iris, Spices","Beeswax, Vanilla, Vetiver",edp,floral,tuberose,beeswax,tropical,white floral,f,
Prada,floral woody musk,infusion d'iris(2015) prada,xxxx,"Iris, Neroli, Cedar, Mandarin, Benzoin",xxxx,edp,iris,woody,powdery,citrus,violet,"f, uni",
Prada,floral woody musk,infusion d'iris cedre prada,xxxx,"Iris, Neroli, Cedar, Incense, Benzoin",xxxx,edp,woody,iris,amber,powdery,violet,uni,
Prada,citrus aromatic,luna rossa prada,"Lavender, Bitter Orange","Mint, Clary Sage","Ambrette(Musk Mallow), Ambroxan",edt,aromatic,lavender,green,fresh spicy,citrus,"m, uni",
Prada,aromatic fougere,luna rossa carbon prada,"Bergamot, Pepper","Lavender, Metallic Notes, Coal, WaterybNotes, Soil Tincture","Ambroxan, Patchouli",edt,fresh spicy,amber,lavender,aromatic,aromatic,m,
Prada,amber woody,luna rossa black prada,Bergamot,"Angelica, Patchouli","Coumarin, Amber, Musk",edp,amber,musky,woody,powdery,vanilla,m,
Prada,floral,infusion de mimosa prada,"Anise, Mandarin Orange","Mimosa, Rose",Woody Notes,edp,yellow floral,powdery,floral,sweet,anis,f,
Prada,floral,infusion de fleur d'oranger(2015) prada,xxxx,"Orange Blossom, Neroli, Jasmine Sambac, Tuberose",xxxx,edp,white floral,citrus,xxxx,xxxx,xxxx,f,
Prada,floral fruity gourmand,prada candy florale prada,Limoncello,Peony,"Honey, Caramel, Musk, Benzoin",edt,floral,fresh,honey,sweet,citrus,f,
Prada,aromatic fougere,luna rossa ocean prada,"Bergamot, Pink Pepper, Artemisa","Lavender, Iris, Sage, Suede, Saffron","Musk, Patchouli, Vetiver, Caramel",edt,aromatic,musky,lavender,herbal,powdery,m,
Prada,floral fruity,prada la femme water splash prada,"Mandarin Orange, Mandarin Leaf","Frangipani, Magnolia, Lily of the Valley","Green Notes, Sandalwood",edt,floral,citrus,green,white floral,tropical,f,
Prada,floral,infusion de rose (2017) prada,xxxx,"Rose, Mandarin Orange, Neroli, Galbanum",xxxx,edp,rose,citrus,green,floral,aromatic,f,
Prada,amber vanilla,prada candy kiss prada,Musk,"Musk, Orange Blossom","Musk, Vanilla",edp,musky,white floral,vanilla,powdery,sweet,f,
Prada,amber vanilla,prada candy prada,Caramel,"Powdery Notes, Musk","Benzoin, Vanilla",edp,caramel,powdery,amber,sweet,vanilla,f,
Prada,"amber floral, florienatal",prada la femme intense prada ,"Ylang Ylang, Frangipani","Tuberose, Jasmine Sambac, Orange Blossom","Patchouli, Vetiver, Vanilla, Iris",edp,white floral,woody,tuberose,floral,yellow floral,f,
Prada,floral fruity gourmand,prada candy gloss prada,"Cherry, Cassis","Peach, Rose, Orange Blossom","Vanilla, Almond, Benzoin, Heliotrope, Musk",edt,sweet,cherry,almond,fruity,nutty,f,
Prada,floral fruity gourmand,prada candy sugar pop prada,"Apple, Citruses, Bergamot Leaf, Bergamot","Peach, Floral Notes","Caramel, Vanilla",edp,caramel,sweet,fruity,vanilla,citrus,f,
Prada,amber vanilla,prada candy night prada,"Iris, Bitter Orange, Neroli","Vanilla, Tonka Bean","Chocolate, Patchouli",edp,cacao,sweet,warm spicy,vanilla,powdery,f,
Frederic Malle,floral,une rose frederic malle,xxxx,"Rose, Red Wine, Geranium, Pelargonium, Honey, Truffle, Woody Notes,Fruity Notes, Musk",xxxx,edp,rose,aromatic,fresh spicy,wine,floral,"f, uni",
Frederic Malle,woody aromatic,french lover frederic malle,"Galbanum, Spices","Angelica, Cedar, Incense","Vetiver, Oakmoss, White Musk",edp,woody,musky,amber,aromatic,earthy,m,
Frederic Malle,floral,eau de magnolia frederic malle,Bergamot,"Magnolia, Vetiver, Patchouli","Moss, Cedar, Amber",edp,citrus,floral,woody,earthy,aromatic,"f, uni",
Frederic Malle,floral woody musk,l'eau d'hiver frederic malle,xxxx,"Heliotrope, Iris, White Musk, Angelica, Honey, Bergamot, Jasmine, Hawthorn",xxxx,edp,powdery,musky,iris,vanilla,floral,"f, uni",
Frederic Malle,amber,musc ravageur frederic malle,"Lavender, Tangerine, Bergamot","Cinnamon, Cloves","Musk, Vanilla, Tonka Bean, Amber, Sandalwood, Guaiac Wood, cedar",edp,warm spicy,vanilla,powdery,musky,cinnamon,uni,
Frederic Malle,floral green,en passant frederic malle,xxxx,"Lilac, Watery Notes, Cucumber, Wheat, Petitgrain",xxxx,edp,floral,aquatic,fresh,green,ozonic,"f, uni",
Frederic Malle,floral,carnal flower frederic malle,xxxx,"Tuberose, Eucalyptus, Jasmine, Coconut, Orange Blossom, Ylang Ylang, White Musk, Melon, Bergamot",xxxx,edp,white floral,tuberose,woody,sweet,animalic,"f, uni",
Frederic Malle,floral spicy,geranium pour monsieur frederic malle,"Mint, Geranium, Star Anis","Clove, Cinnamon","Musk, Sandalwood, Incense, Styrax, Benzoin",edp,aromatic,fresh spicy,green,warm spicy,rose,"m, uni",
Frederic Malle,amber woody,vetiver extraordinaire frederic malle,"Bitter Orange, Bergamot","Vetiver, Pink Pepper, Cloves","Cedar, Oakmoss, Myrrh, Sandalwood, Musk",edp,woody,aromatic,citrus,earthy,warm spicy,"m, uni",
Frederic Malle,citrus,cologne ind?l?bile frederic malle,"Bergamot, Lemon","Neroli, Orange Blossom, Narcissus",Musk,edp,citrus,white floral,musky,aromatic,green,uni,
Frederic Malle,amber spicy,noir epices frederic malle,"Geranium, Orange, Rose","Clove, Nutmeg, Pepper, Cinnamon","Sandalwood, Patchouli, Cedar, Vanilla",edp,fresh spicy,warm spicy,rose,citrus,aromatic,uni,
Frederic Malle,Chypre fruity,le parfum de therese frederic malle,"Melon, Tangerine","Plum, Rose","Leather, Vetiver, Cedar",edp,fruity,sweet,woody,citrus,ozonic,"f, uni",
Frederic Malle,leather,rose & cuir frederic malle,"Geranium, Black Currant, Pepper","Leather, Rose","Vetiver, Cedar",edp,fresh spicy,aromatic,rose,woody,leather,uni,
Frederic Malle,amber vanilla,monsieur frederic malle,"Rum, Tangerine","Patchouli, Incense, Cedar, Amber","Musk, Vanilla",edp,woody,patchouli,amber,warm spicy,balsamic,m,
Frederic Malle,amber fougere,music for a while frederic malle,"Lavender, Fruity Notes, Anise, Mandarin Orange, Bergamot","Pineapple, Geranium","Patchouli, Caramel, Sugar, Vanilla, Labdanum",edp,sweet,fruity,lavender,patchouli,aromatic,uni,
Frederic Malle,citrus aromatic,bigarade concentree frederic malle,Bitter Orange,Rose,"Grass, Hay, Cedar",edp,citrus,green,fresh,fresh spicy,woody,"m, uni",
Frederic Malle,floral aldehyde,iris poudre frederic malle,"Ylang Ylang, Carnation, Rosewood, Bergamot, Orange","Aldehydes, Violet, Lily, Rose, Jasmine, Magnolia","Iris, Musk, Sandalwood, Vetiver, Vanilla, Ebony Tree, Amber",edp,powdery,woody,iris,violet,musky,"f, uni",
Frederic Malle,woody floral musk,angeliques sous la pluie frederic malle,xxxx,"Angelica, Juniper, Pink Pepper, Cedar, Coriander, Musk",xxxx,edp,musky,aromatic,woody,powdery,amber,uni,
Frederic Malle,floral,une fleur de cassie,xxxx,"Mimosa, Sandalwood, Jasmine, Cassis, Vanilla, Rose, Aldehydes, Musk",xxxx,edp,powdery,yellow floral,floral,white floral,woody,"f, uni",
Frederic Malle,"amber floral, florienatal",portrait of a lady frederic malle,"Rose, Clove, Raspberry, Black Currant, Cinnamon","Patchouli, Incense, Sandalwood","Musk, Benzoin, Amber",edp,warm spicy,amber,rose,woody,patchouli,"f, uni",
Frederic Malle,chypre,synthetic jungle frederic malle,"Galbanum, Basil, Black Currant","Lily of the Vally, Hyacinth, Jasmine, Ylang Ylang, Almond","Oakmoss, Patchouli",edp,green,white floral,fresh spicy,floral,aromatic,uni,
Frederic Malle,floral,dans mon lit frederic malle,xxxx,"Rose, Musk",xxxx,edp,rose,musky,floral,powdery,xxxx,"f, uni",
Frederic Malle,floral,carnal flower hair mist frederic malle,xxxx,Tuberose,xxxx,hair mist,tuberose,white floral,animalic,xxxx,xxxx,f,
Frederic Malle,woody floral musk,dans tes bras frederic malle,xxxx,"Violet, Musk, Pine Tree, Cashmeran, Heliotrope, Woody Notes, Sandalwood, Patchouli, Incense, Jasmine",xxxx,edp,woody,powdery,musky,violet,aromatic,uni,
Frederic Malle,floral,rose tonnerre frederic malle,"Rose, Wine Lees, Honey","Rose, Geranium, Truffle","Castoreum, Musk, Vetiver, Patchouli",edp,rose,earthy,honey,musky,floral,"f, uni",
Fresh,citrus,hesperides fresh,"Grapefruit, Orange, Lemon","Bergamot, Jasmine, Lotus","Rhuburb, Musk, Peach",edp,citrus,fresh spicy,aromatic,xxxx,xxxx,"f, uni",
Fresh,floral green,fresh life fresh,"Grapefruit, Orange, Bergamot, Grass, Cucumber","Watery Notes, Magnolia, Lilac","Cypress, Moss, Amber",edp,citrus,floral,fresh,green,fresh spicy,"f, uni",
Fresh,citrus gourmand,sugar lemon fresh,"Lemon, Yuzu, Mandarin Orange","Ginger Flower, Litchi, Orange Flower","Caramel, Oakmoss, Sandalwood",edp,citrus,fresh,xxxx,xxxx,xxxx,"f, uni",
Fresh,citrus aromatic,citron de vigne fresh,"Bitter Orange, Grapefruit, Neroli","Grapes, Lemongrass, Jasmine, Tea Leaf","Patchouli, Sandalwood, Amber",edp,citrus,fresh spicy,white floral,fresh,xxxx,"f, uni",
Fresh,floral fruity,brown sugar fresh,"Lemon, Tangerine, Red Berries","Sugar, Honeysuckle, Magnolia, Peach","Caramel, Amber, Cypress",edp,citrus,sweet,fruity,caramel,aromatic,"f, uni",
Fresh,citrus gourmand,sugar lychee fresh,"Lemon, Grapefruit, Lime Blossom","Litchi, Freesia, Lotus","Tonka Bean, Amber, Sandalwood",edp,citrus,fruity,tropical,fresh,aromatic,f,
